bin,packets,bytes
17830.0,2,149
17850.0,2,684
17860.0,6,1014
17870.0,36,11446
17880.0,5,611
17890.0,49,5707
17900.0,22,2609
17910.0,3,450
17920.0,3,244
17930.0,1,86
17950.0,3,244
17970.0,1,86
17980.0,6,1270
17990.0,5,871
18000.0,2,684
18010.0,2,428
18020.0,5,640
18030.0,1,342
18040.0,1,342
18050.0,4,330
18080.0,3,244
18090.0,1,86
18110.0,8,1498
18120.0,3,770
18130.0,1,342
18140.0,5,640
18150.0,1,342
18160.0,2,428
18170.0,41,13074
18180.0,6,418
18190.0,46,4863
18200.0,24,2762
18210.0,5,352
18230.0,1,342
18240.0,7,1356
18250.0,1,342
18260.0,1,342
18270.0,4,586
18280.0,2,428
18290.0,4,942
18300.0,3,244
18310.0,1,86
18330.0,3,244
18350.0,1,86
18360.0,4,586
18370.0,3,1026
18380.0,16,2197
18390.0,17,3290
18400.0,7,1462
18410.0,8,1426
18420.0,13,1699
18430.0,4,457
18450.0,3,244
18460.0,3,371
18470.0,1,86
18480.0,3,244
18490.0,50,5839
18500.0,23,2951
18510.0,6,694
18520.0,3,585
18530.0,2,684
18540.0,5,799
18550.0,5,640
18570.0,34,10778
18580.0,8,599
18590.0,2,258
18600.0,1,54
18610.0,3,244
18620.0,4,1112
18630.0,1,342
18640.0,5,928
18650.0,1,342
18660.0,2,428
18670.0,4,586
18680.0,1,342
18690.0,1,86
18700.0,3,244
18730.0,3,244
18740.0,1,86
18750.0,4,1368
18760.0,4,586
18770.0,1,342
18780.0,5,799
18790.0,1,342
18800.0,1,342
18810.0,1,342
18820.0,1,86
18830.0,5,391
18840.0,3,297
18850.0,2,185
18860.0,1,99
18870.0,1,342
18880.0,4,1125
18890.0,2,428
18900.0,1,342
18910.0,1,342
18920.0,1,342
18930.0,5,911
18970.0,2,128
19000.0,2,684
19010.0,3,770
19020.0,1,342
19030.0,1,342
19040.0,3,770
19050.0,1,342
19060.0,1,342
19080.0,1,86
19120.0,1,86
19130.0,3,1026
19140.0,1,342
19150.0,2,684
19160.0,2,428
19170.0,1,342
19180.0,1,342
19190.0,1,342
19200.0,1,86
19230.0,1,86
19260.0,3,1026
19270.0,3,770
19280.0,1,342
19290.0,13,3338
19300.0,1,342
19310.0,2,428
19320.0,1,342
19350.0,1,86
19380.0,1,342
19390.0,4,1112
19400.0,1,342
19410.0,1,342
19420.0,5,1813
19430.0,2,684
19440.0,1,342
19460.0,1,86
19480.0,6,742
19490.0,3,371
19500.0,4,457
19510.0,2,684
19520.0,5,1055
19530.0,1,342
19540.0,2,428
19550.0,2,684
19560.0,1,342
19570.0,1,342
19580.0,1,86
19600.0,11,2935
19610.0,343,55060
19620.0,210,23344
19630.0,121,12167
19640.0,10,1546
19650.0,7,1946
19660.0,1,56
19670.0,21,4397
19680.0,55,14658
19690.0,4,642
19700.0,4,580
19710.0,47,10491
19720.0,9,2268
19730.0,46,9836
19740.0,55,13978
19750.0,13,3325
